customer_id,age,gender,segment,tier,city,state,annual_income_inr,credit_score,join_date,is_churned,churn_date
CUST00954,20,Female,Boomer,Premium,Surat,Gujarat,899827,659,2021-01-27,1,2021-06-06
CUST00955,22,Female,Millennial,Basic,Surat,Gujarat,874926,565,2021-11-16,1,2023-04-30
CUST00956,34,Male,Millennial,Premium,Surat,Gujarat,907372,582,2022-08-13,0,
CUST00957,59,Female,Millennial,Basic,Delhi,Delhi,1136298,782,2022-11-25,0,
CUST00958,38,Male,Gen-Z,Basic,Hyderabad,Telangana,415809,737,2022-01-20,0,
CUST00959,18,Male,Gen-Z,Premium,Hyderabad,Telangana,577973,773,2022-02-11,0,
CUST00960,63,Female,Gen-X,Premium,Surat,Gujarat,1582345,608,2023-01-03,0,
CUST00961,61,Female,Gen-Z,Basic,Chennai,Tamil Nadu,573798,600,2021-07-23,0,
CUST00962,51,Female,Millennial,Elite,Bangalore,Karnataka,1083430,820,2021-03-19,0,
CUST00963,65,Male,Gen-Z,Basic,Chennai,Tamil Nadu,506274,592,2022-08-30,0,
CUST00964,54,Female,Millennial,Premium,Chennai,Tamil Nadu,749274,576,2022-12-09,0,
CUST00965,64,Female,Millennial,Basic,Hyderabad,Telangana,668777,605,2023-05-01,0,
CUST00966,54,Male,Millennial,Elite,Ahmedabad,Gujarat,655674,670,2022-10-05,0,
CUST00967,32,Non-binary,Gen-X,Elite,Chennai,Tamil Nadu,1942608,662,2021-09-06,0,
CUST00968,60,Male,Millennial,Basic,Chennai,Tamil Nadu,1171001,664,2021-04-15,0,
CUST00969,39,Male,Millennial,Elite,Jaipur,Rajasthan,1007381,658,2022-12-15,0,
CUST00970,51,Male,Millennial,Premium,Ahmedabad,Gujarat,1118657,724,2023-03-03,0,
CUST00971,51,Male,Gen-X,Premium,Hyderabad,Telangana,1902795,661,2021-11-05,1,2022-03-17
CUST00972,62,Female,Boomer,Basic,Bangalore,Karnataka,1213867,649,2023-05-21,0,
CUST00973,62,Male,Gen-X,Premium,Kolkata,West Bengal,1554871,557,2022-12-02,0,
CUST00974,57,Female,Gen-Z,Elite,Hyderabad,Telangana,425626,684,2022-09-07,0,
CUST00975,24,Male,Gen-Z,Basic,Hyderabad,Telangana,425547,800,2023-04-05,1,2023-12-01
CUST00976,45,Male,Millennial,Elite,Chennai,Tamil Nadu,526900,789,2021-05-04,0,
CUST00977,60,Female,Millennial,Basic,Jaipur,Rajasthan,803675,771,2023-03-27,0,
CUST00978,64,Male,Gen-Z,Basic,Pune,Maharashtra,502046,694,2022-08-03,0,
CUST00979,33,Female,Millennial,Premium,Surat,Gujarat,795387,553,2023-03-13,0,
CUST00980,48,Female,Millennial,Premium,Mumbai,Maharashtra,1110686,831,2021-02-12,0,
CUST00981,40,Female,Millennial,Premium,Jaipur,Rajasthan,732794,746,2021-12-22,0,
CUST00982,60,Male,Gen-X,Basic,Pune,Maharashtra,959218,677,2022-06-30,0,
CUST00983,61,Female,Gen-Z,Elite,Chennai,Tamil Nadu,543467,810,2022-03-15,0,
CUST00984,59,Non-binary,Gen-Z,Basic,Chennai,Tamil Nadu,502184,640,2022-11-09,0,
CUST00985,42,Male,Gen-X,Basic,Bangalore,Karnataka,1090183,808,2022-01-15,0,
CUST00986,27,Female,Millennial,Basic,Pune,Maharashtra,875515,643,2021-03-12,0,
CUST00987,53,Male,Gen-X,Premium,Delhi,Delhi,1282222,806,2022-06-03,1,2023-06-12
CUST00988,57,Male,Millennial,Elite,Surat,Gujarat,1157201,685,2022-10-26,0,
CUST00989,21,Male,Gen-Z,Premium,Mumbai,Maharashtra,482199,562,2021-12-16,0,
CUST00990,18,Female,Gen-X,Premium,Bangalore,Karnataka,990067,747,2021-01-13,0,
CUST00991,59,Female,Gen-X,Basic,Jaipur,Rajasthan,1402578,727,2023-05-20,0,
CUST00992,28,Male,Gen-X,Premium,Jaipur,Rajasthan,1835068,661,2022-03-07,0,
CUST00993,50,Male,Millennial,Basic,Pune,Maharashtra,970047,813,2023-04-23,1,
CUST00994,48,Female,Millennial,Basic,Surat,Gujarat,1089716,628,2022-05-17,0,
CUST00995,49,Male,Millennial,Basic,Surat,Gujarat,675279,805,2021-04-19,0,
CUST00996,28,Male,Gen-Z,Premium,Jaipur,Rajasthan,566505,623,2022-03-20,1,2023-09-15
CUST00997,22,Female,Boomer,Premium,Delhi,Delhi,1506733,710,2022-01-06,1,2023-01-18
CUST00998,49,Female,Gen-Z,Premium,Chennai,Tamil Nadu,518674,750,2022-10-13,0,
CUST00999,38,Male,Boomer,Basic,Surat,Gujarat,1015849,582,2023-04-29,0,
CUST01000,33,Male,Millennial,Basic,Pune,Maharashtra,1121360,622,2022-04-16,0,
CUST01001,39,Female,Gen-Z,Premium,Jaipur,Rajasthan,491393,842,2022-12-26,0,
CUST01002,35,Female,Millennial,Basic,Chennai,Tamil Nadu,1096287,747,2021-06-06,1,2021-12-23
CUST01003,21,Male,Gen-X,Elite,Ahmedabad,Gujarat,1233165,789,2022-03-22,0,
CUST01004,50,Male,Gen-X,Premium,Hyderabad,Telangana,974782,623,2021-06-30,0,
CUST01005,32,Male,Gen-X,Basic,Chennai,Tamil Nadu,1198804,580,2023-01-22,0,
CUST01006,53,Female,Gen-X,Elite,Surat,Gujarat,1346317,563,2022-06-19,0,
CUST01007,59,Female,Gen-X,Premium,Hyderabad,Telangana,1440088,754,2022-10-29,0,
CUST01008,42,Male,Gen-X,Basic,Surat,Gujarat,1412971,617,2021-10-04,1,2023-07-25
CUST01009,43,Female,Gen-Z,Premium,Pune,Maharashtra,463816,677,2022-09-23,0,
CUST01010,33,Female,Millennial,Basic,Kolkata,West Bengal,1089194,575,2023-04-08,0,
CUST01011,23,Female,Gen-Z,Premium,Chennai,Tamil Nadu,351030,733,2022-07-06,1,2023-06-07
CUST01012,47,Female,Boomer,Premium,Hyderabad,Telangana,979261,686,2023-03-05,0,
CUST01013,46,Male,Boomer,Elite,Pune,Maharashtra,1666330,840,2022-05-11,0,
CUST01014,54,Male,Gen-Z,Premium,Surat,Gujarat,468137,655,2022-04-22,0,
CUST01015,46,Female,Gen-X,Basic,Chennai,Tamil Nadu,1500067,573,2022-03-23,0,
CUST01016,23,Female,Boomer,Premium,Pune,Maharashtra,1173675,743,2023-04-26,0,
CUST01017,49,Male,Gen-Z,Basic,Surat,Gujarat,464692,718,2023-01-19,0,
CUST01018,46,Female,Millennial,Premium,Kolkata,West Bengal,638655,585,2022-08-30,0,
CUST01019,38,Male,Boomer,Premium,Kolkata,West Bengal,1256240,650,2021-10-02,0,
CUST01020,25,Male,Gen-Z,Basic,Mumbai,Maharashtra,599151,583,2021-11-27,0,
CUST01021,49,Male,Gen-X,Basic,Bangalore,Karnataka,1479257,588,2023-05-23,0,
CUST01022,65,Female,Millennial,Elite,Pune,Maharashtra,531081,760,2021-09-09,0,
CUST01023,59,Female,Boomer,Elite,Bangalore,Karnataka,1555722,779,2023-05-01,0,
CUST01024,19,Male,Boomer,Basic,Mumbai,Maharashtra,1075770,828,2021-03-30,1,2022-05-06
CUST01025,24,Non-binary,Boomer,Basic,Delhi,Delhi,784411,629,2021-10-13,0,
CUST01026,43,Female,Millennial,Basic,Chennai,Tamil Nadu,1103763,787,2022-04-07,0,
CUST01027,44,Female,Gen-X,Elite,Surat,Gujarat,1037567,721,2021-09-07,0,
CUST01028,20,Male,Gen-X,Basic,Jaipur,Rajasthan,1904920,608,2023-02-08,1,2024-05-29
CUST01029,53,Male,Millennial,Premium,Bangalore,Karnataka,809257,571,2022-04-21,0,
CUST01030,53,Male,Gen-X,Basic,Bangalore,Karnataka,1691349,787,2022-08-07,0,
CUST01031,18,Female,Gen-Z,Premium,Pune,Maharashtra,464098,845,2022-09-17,0,
CUST01032,23,Female,Millennial,Basic,Chennai,Tamil Nadu,679638,643,2022-11-16,0,
CUST01033,56,Female,Gen-Z,Premium,Pune,Maharashtra,501327,793,2022-01-24,0,
CUST01034,57,Female,Gen-Z,Basic,Kolkata,West Bengal,587373,560,2021-12-11,1,2022-08-04
CUST01035,58,Male,Gen-Z,Premium,Bangalore,Karnataka,530891,666,2021-01-30,1,2022-07-22
CUST01036,37,Female,Gen-X,Basic,Chennai,Tamil Nadu,1524821,814,2022-05-22,0,
CUST01037,50,Male,Millennial,Premium,Ahmedabad,Gujarat,1193439,561,2023-05-22,0,
CUST01038,53,Male,Gen-X,Elite,Delhi,Delhi,1118392,703,2021-11-29,0,
CUST01039,31,Male,Gen-Z,Basic,Surat,Gujarat,318702,587,2021-07-06,0,
CUST01040,59,Female,Millennial,Elite,Mumbai,Maharashtra,522491,680,2022-05-15,0,
CUST01041,60,Female,Millennial,Premium,Delhi,Delhi,997481,774,2021-08-06,0,
CUST01042,47,Male,Gen-X,Basic,Mumbai,Maharashtra,1796278,692,2021-12-30,0,
CUST01043,39,Male,Millennial,Basic,Bangalore,Karnataka,944570,603,2023-03-28,0,
CUST01044,41,Male,Millennial,Basic,Delhi,Delhi,1133518,573,2021-09-22,0,
CUST01045,21,Female,Gen-X,Premium,Delhi,Delhi,1637571,670,2021-12-15,0,
CUST01046,32,Female,Millennial,Premium,Surat,Gujarat,759668,668,2021-10-14,0,
CUST01047,47,Female,Gen-Z,Basic,Jaipur,Rajasthan,354377,710,2022-09-03,0,
CUST01048,39,Female,Gen-Z,Premium,Surat,Gujarat,577394,623,2022-12-20,0,
CUST01049,53,Male,Gen-X,Premium,Pune,Maharashtra,924316,734,2021-10-10,0,
CUST01050,57,Male,Gen-Z,Elite,Jaipur,Rajasthan,462896,741,2022-07-24,1,2024-06-03
CUST01051,56,Male,Gen-X,Premium,Delhi,Delhi,1176809,769,2021-01-11,0,
CUST01052,48,Male,Millennial,Elite,Jaipur,Rajasthan,689990,670,2022-06-14,0,
CUST01053,63,Male,Boomer,Premium,Jaipur,Rajasthan,1375001,758,2021-07-15,0,
CUST01054,60,Male,Gen-X,Basic,Pune,Maharashtra,1077484,849,2021-03-29,0,
CUST01055,41,Female,Boomer,Premium,Chennai,Tamil Nadu,1699638,713,2021-09-05,0,
CUST01056,63,Male,Millennial,Basic,Bangalore,Karnataka,784230,817,2023-01-08,0,
CUST01057,46,Male,Gen-X,Basic,Chennai,Tamil Nadu,1612850,552,2022-02-21,0,
CUST01058,25,Female,Millennial,Basic,Bangalore,Karnataka,1009429,599,2022-05-16,0,
CUST01059,24,Male,Millennial,Premium,Chennai,Tamil Nadu,978059,760,2022-07-23,0,
CUST01060,60,Female,Millennial,Premium,Chennai,Tamil Nadu,1132380,565,2023-02-16,0,
CUST01061,32,Female,Gen-X,Basic,Mumbai,Maharashtra,1077357,717,2021-09-04,0,
CUST01062,18,Male,Boomer,Basic,Jaipur,Rajasthan,703265,832,2022-12-09,0,
CUST01063,39,Female,Gen-X,Basic,Kolkata,West Bengal,866558,847,2022-05-03,0,
CUST01064,40,Male,Millennial,Premium,Pune,Maharashtra,1114490,734,2022-10-24,0,
CUST01065,58,Male,Millennial,Basic,Chennai,Tamil Nadu,1181300,687,2022-12-30,1,2023-04-16
CUST01066,36,Male,Gen-X,Premium,Delhi,Delhi,1163031,674,2022-05-18,0,
CUST01067,53,Non-binary,Gen-Z,Basic,Ahmedabad,Gujarat,508054,607,2022-04-04,0,
CUST01068,51,Male,Gen-Z,Basic,Mumbai,Maharashtra,302673,615,2023-03-23,0,
CUST01069,41,Male,Millennial,Basic,Ahmedabad,Gujarat,632042,751,2021-01-18,0,
CUST01070,62,Female,Millennial,Basic,Hyderabad,Telangana,982492,558,2021-04-06,1,2022-11-05
CUST01071,24,Male,Millennial,Elite,Surat,Gujarat,546120,654,2021-10-29,0,
CUST01072,20,Male,Gen-Z,Basic,Hyderabad,Telangana,440553,638,2021-08-15,0,
CUST01073,28,Female,Gen-Z,Basic,Bangalore,Karnataka,498774,638,2022-02-19,0,
CUST01074,49,Male,Gen-Z,Basic,Chennai,Tamil Nadu,529787,555,2022-12-10,0,
CUST01075,26,Female,Boomer,Basic,Pune,Maharashtra,1144579,707,2021-09-07,0,
CUST01076,63,Female,Millennial,Basic,Delhi,Delhi,941198,652,2021-11-10,0,
CUST01077,65,Female,Millennial,Basic,Kolkata,West Bengal,877702,772,2022-11-11,0,
CUST01078,64,Non-binary,Gen-X,Premium,Kolkata,West Bengal,862766,720,2022-08-19,0,
CUST01079,44,Female,Gen-Z,Premium,Mumbai,Maharashtra,522841,582,2022-01-13,0,
CUST01080,24,Female,Boomer,Basic,Mumbai,Maharashtra,806834,730,2022-04-30,1,2023-01-04
CUST01081,34,Female,Gen-X,Basic,Mumbai,Maharashtra,838166,733,2022-07-21,0,
CUST01082,57,Female,Gen-Z,Elite,Mumbai,Maharashtra,435350,636,2022-06-28,0,
CUST01083,30,Female,Millennial,Basic,Jaipur,Rajasthan,1105946,618,2021-12-19,1,2022-11-08
CUST01084,30,Female,Gen-X,Basic,Chennai,Tamil Nadu,980995,575,2022-03-12,0,
CUST01085,25,Male,Boomer,Basic,Ahmedabad,Gujarat,615429,555,2023-02-03,0,
CUST01086,43,Female,Millennial,Basic,Chennai,Tamil Nadu,576985,805,2022-07-18,0,
CUST01087,31,Male,Millennial,Premium,Chennai,Tamil Nadu,754561,731,2021-12-05,0,
CUST01088,47,Male,Gen-Z,Basic,Hyderabad,Telangana,474051,844,2021-12-27,0,
CUST01089,30,Male,Boomer,Premium,Pune,Maharashtra,831614,809,2022-12-21,0,
CUST01090,63,Female,Gen-Z,Basic,Delhi,Delhi,540589,783,2022-04-10,0,
CUST01091,39,Male,Boomer,Basic,Bangalore,Karnataka,1503956,831,2021-10-05,0,
CUST01092,24,Female,Millennial,Premium,Pune,Maharashtra,987104,756,2021-11-10,0,
CUST01093,44,Female,Millennial,Basic,Mumbai,Maharashtra,841228,626,2021-09-15,0,
CUST01094,20,Male,Millennial,Premium,Ahmedabad,Gujarat,755651,717,2021-08-25,0,
CUST01095,58,Female,Gen-Z,Basic,Hyderabad,Telangana,412675,605,2021-05-04,0,
CUST01096,61,Female,Gen-Z,Premium,Jaipur,Rajasthan,450921,844,2023-01-09,0,
CUST01097,55,Female,Gen-Z,Basic,Ahmedabad,Gujarat,323194,630,2021-07-17,1,2022-05-14
CUST01098,25,Male,Gen-Z,Elite,Hyderabad,Telangana,504691,716,2021-11-20,0,
CUST01099,46,Male,Gen-X,Basic,Surat,Gujarat,1221809,725,2021-05-03,0,
CUST01100,47,Female,Millennial,Elite,Jaipur,Rajasthan,657331,830,2023-01-31,0,
CUST01101,60,Male,Gen-Z,Basic,Mumbai,Maharashtra,383498,698,2022-07-03,0,
CUST01102,55,Male,Boomer,Premium,Bangalore,Karnataka,816353,805,2023-02-20,0,
CUST01103,50,Male,Gen-X,Basic,Mumbai,Maharashtra,1881881,830,2022-12-08,0,
CUST01104,26,Female,Boomer,Elite,Ahmedabad,Gujarat,802845,827,2021-07-09,0,
CUST01105,49,Male,Boomer,Basic,Mumbai,Maharashtra,1659511,828,2021-07-16,1,2021-10-02
CUST01106,18,Female,Gen-Z,Basic,Surat,Gujarat,471673,755,2021-08-10,0,
CUST01107,51,Female,Millennial,Basic,Mumbai,Maharashtra,1107215,579,2023-01-27,0,
CUST01108,65,Female,Gen-X,Basic,Hyderabad,Telangana,1368877,767,2022-05-11,0,
CUST01109,21,Male,Gen-X,Basic,Kolkata,West Bengal,1913160,780,2021-10-11,0,
CUST01110,53,Male,Gen-Z,Elite,Mumbai,Maharashtra,363447,711,2023-01-12,0,
CUST01111,45,Male,Gen-X,Elite,Surat,Gujarat,1465630,766,2022-08-27,0,
CUST01112,55,Male,Gen-Z,Basic,Chennai,Tamil Nadu,337751,777,2023-02-18,1,2024-01-18
CUST01113,48,Male,Gen-Z,Elite,Chennai,Tamil Nadu,434166,770,2022-06-22,0,
CUST01114,50,Male,Millennial,Premium,Bangalore,Karnataka,898932,783,2022-09-04,0,
CUST01115,29,Female,Millennial,Basic,Bangalore,Karnataka,923972,622,2021-10-17,0,
CUST01116,62,Female,Millennial,Premium,Bangalore,Karnataka,755870,644,2021-04-13,0,
CUST01117,55,Female,Gen-Z,Premium,Pune,Maharashtra,322900,644,2023-05-03,0,
CUST01118,29,Male,Gen-X,Elite,Delhi,Delhi,1586391,792,2021-07-18,0,
CUST01119,64,Female,Millennial,Basic,Bangalore,Karnataka,841902,842,2021-10-31,0,
CUST01120,26,Male,Gen-Z,Premium,Mumbai,Maharashtra,341063,812,2021-08-21,0,
CUST01121,24,Female,Gen-X,Basic,Bangalore,Karnataka,1923051,673,2022-01-05,1,2023-09-14
CUST01122,42,Male,Boomer,Basic,Delhi,Delhi,1746802,837,2021-07-03,0,
CUST01123,60,Female,Gen-X,Basic,Pune,Maharashtra,1827927,816,2021-11-06,0,
CUST01124,56,Female,Gen-X,Elite,Delhi,Delhi,1812641,658,2021-01-15,1,2022-04-01
CUST01125,56,Male,Gen-X,Premium,Ahmedabad,Gujarat,918405,597,2022-12-27,1,2023-09-14
CUST01126,38,Female,Millennial,Premium,Bangalore,Karnataka,1195394,644,2022-07-01,0,
CUST01127,50,Female,Gen-Z,Premium,Bangalore,Karnataka,420114,582,2021-05-10,0,
CUST01128,42,Male,Millennial,Basic,Bangalore,Karnataka,614184,667,2021-10-08,0,
CUST01129,44,Female,Millennial,Basic,Ahmedabad,Gujarat,1068471,681,2021-02-16,0,
CUST01130,56,Female,Millennial,Basic,Delhi,Delhi,658011,800,2021-02-25,0,
CUST01131,62,Female,Gen-X,Basic,Hyderabad,Telangana,1431410,671,2022-07-21,1,2024-05-20
CUST01132,33,Female,Millennial,Premium,Mumbai,Maharashtra,589611,767,2021-10-27,0,
CUST01133,35,Female,Gen-Z,Premium,Surat,Gujarat,442393,602,2022-12-16,0,
CUST01134,43,Female,Gen-Z,Basic,Mumbai,Maharashtra,467442,675,2021-05-10,0,
CUST01135,39,Non-binary,Gen-X,Basic,Bangalore,Karnataka,1335108,708,2022-10-16,1,2023-02-17
CUST01136,36,Male,Gen-Z,Basic,Pune,Maharashtra,320846,708,2023-06-09,0,
CUST01137,46,Male,Gen-X,Basic,Ahmedabad,Gujarat,1381926,832,2023-02-10,0,
CUST01138,26,Female,Millennial,Elite,Hyderabad,Telangana,828259,638,2022-05-18,0,
CUST01139,26,Female,Millennial,Premium,Jaipur,Rajasthan,683134,725,2021-04-16,0,
CUST01140,44,Male,Millennial,Premium,Hyderabad,Telangana,1145121,841,2023-06-13,0,
CUST01141,56,Male,Gen-X,Basic,Surat,Gujarat,1301350,708,2021-01-13,0,
CUST01142,62,Male,Millennial,Basic,Mumbai,Maharashtra,1104881,798,2022-08-11,0,
CUST01143,65,Female,Gen-X,Basic,Bangalore,Karnataka,931596,671,2021-10-19,0,
CUST01144,50,Female,Millennial,Elite,Kolkata,West Bengal,723214,786,2022-04-26,1,2024-01-08
CUST01145,37,Male,Millennial,Premium,Jaipur,Rajasthan,623431,674,2022-05-06,1,2022-09-10
CUST01146,62,Male,Gen-X,Basic,Bangalore,Karnataka,1290092,828,2022-03-28,0,
CUST01147,53,Female,Gen-X,Premium,Ahmedabad,Gujarat,933964,641,2021-12-15,0,
CUST01148,38,Male,Gen-X,Basic,Jaipur,Rajasthan,1329241,654,2021-07-08,0,
CUST01149,63,Female,Gen-X,Premium,Surat,Gujarat,1224644,591,2021-02-22,1,2022-11-20
CUST01150,65,Male,Gen-X,Elite,Kolkata,West Bengal,1067978,678,2021-09-16,0,
CUST01151,53,Female,Gen-X,Premium,Delhi,Delhi,1570615,602,2023-06-02,0,
CUST01152,58,Female,Gen-X,Premium,Delhi,Delhi,1941093,717,2022-05-05,0,
CUST01153,31,Female,Gen-X,Basic,Delhi,Delhi,1048536,639,2021-04-27,0,
CUST01154,30,Female,Gen-X,Basic,Pune,Maharashtra,1654149,796,2023-04-22,0,
CUST01155,31,Female,Millennial,Basic,Delhi,Delhi,1019666,723,2021-03-08,0,
CUST01156,57,Female,Gen-X,Basic,Chennai,Tamil Nadu,1397744,636,2022-02-15,0,
CUST01157,63,Male,Gen-Z,Premium,Jaipur,Rajasthan,569300,699,2022-05-19,0,
CUST01158,36,Male,Gen-X,Premium,Kolkata,West Bengal,1959668,798,2021-03-17,0,
CUST01159,61,Male,Gen-X,Basic,Ahmedabad,Gujarat,1234695,664,2022-08-14,1,2023-08-23
CUST01160,40,Female,Gen-Z,Premium,Chennai,Tamil Nadu,495309,729,2022-10-07,0,
CUST01161,61,Female,Gen-X,Basic,Chennai,Tamil Nadu,1594655,669,2022-12-04,0,
CUST01162,26,Female,Gen-Z,Basic,Kolkata,West Bengal,421090,577,2021-02-24,0,
CUST01163,63,Non-binary,Millennial,Basic,Ahmedabad,Gujarat,721753,666,2021-06-05,1,2022-04-10
CUST01164,59,Female,Gen-X,Basic,Jaipur,Rajasthan,1920493,740,2021-06-02,0,
CUST01165,29,Female,Gen-Z,Basic,Mumbai,Maharashtra,536994,694,2023-04-11,0,
CUST01166,50,Non-binary,Gen-X,Basic,Bangalore,Karnataka,937357,811,2022-07-31,0,
CUST01167,52,Female,Gen-X,Basic,Mumbai,Maharashtra,943860,691,2021-11-08,1,2022-02-14
CUST01168,62,Female,Millennial,Elite,Surat,Gujarat,1145779,663,2021-03-29,0,
CUST01169,58,Female,Gen-Z,Basic,Kolkata,West Bengal,324422,822,2021-09-12,0,
CUST01170,38,Male,Millennial,Basic,Mumbai,Maharashtra,981894,587,2021-05-02,0,
CUST01171,63,Female,Millennial,Basic,Mumbai,Maharashtra,658730,746,2022-07-26,0,
CUST01172,25,Male,Boomer,Premium,Mumbai,Maharashtra,642222,562,2023-02-22,0,
CUST01173,40,Male,Millennial,Basic,Delhi,Delhi,541746,661,2022-03-03,1,2023-11-03
CUST01174,53,Female,Millennial,Premium,Hyderabad,Telangana,761465,686,2022-09-13,0,
CUST01175,48,Female,Millennial,Premium,Mumbai,Maharashtra,554311,721,2022-09-03,1,2024-03-29
CUST01176,55,Male,Millennial,Premium,Bangalore,Karnataka,917647,676,2023-03-21,0,
CUST01177,54,Male,Gen-X,Premium,Kolkata,West Bengal,1576705,568,2022-09-26,1,2024-02-24
CUST01178,60,Female,Gen-Z,Basic,Surat,Gujarat,412040,757,2021-08-20,0,
CUST01179,63,Female,Gen-X,Basic,Hyderabad,Telangana,1691453,707,2023-03-06,0,
CUST01180,44,Male,Millennial,Basic,Pune,Maharashtra,843029,709,2022-06-20,0,
CUST01181,61,Female,Boomer,Premium,Bangalore,Karnataka,1116274,789,2022-01-25,0,
CUST01182,65,Male,Millennial,Basic,Bangalore,Karnataka,784891,628,2022-04-07,0,
CUST01183,52,Female,Millennial,Basic,Delhi,Delhi,801774,746,2022-03-30,0,
CUST01184,36,Female,Boomer,Elite,Delhi,Delhi,1761465,669,2021-11-01,0,
CUST01185,45,Female,Gen-Z,Basic,Kolkata,West Bengal,504422,797,2023-05-31,0,
CUST01186,18,Female,Boomer,Premium,Bangalore,Karnataka,978251,688,2022-08-26,0,
CUST01187,51,Male,Gen-X,Premium,Ahmedabad,Gujarat,1680631,775,2022-03-16,0,
CUST01188,24,Female,Gen-Z,Basic,Ahmedabad,Gujarat,399080,632,2021-11-09,1,2023-02-19
CUST01189,19,Male,Millennial,Basic,Kolkata,West Bengal,588000,575,2022-08-06,1,2023-04-07
CUST01190,42,Female,Gen-X,Basic,Mumbai,Maharashtra,1370432,677,2022-09-28,0,
CUST01191,27,Female,Gen-Z,Premium,Chennai,Tamil Nadu,525307,772,2021-03-03,0,
CUST01192,21,Male,Millennial,Premium,Pune,Maharashtra,764361,593,2022-09-17,0,
CUST01193,60,Male,Millennial,Premium,Surat,Gujarat,1108421,633,2023-01-28,0,
CUST01194,21,Male,Millennial,Elite,Delhi,Delhi,770866,574,2021-04-12,0,
CUST01195,30,Female,Gen-Z,Premium,Surat,Gujarat,404951,769,2023-02-21,0,
CUST01196,35,Female,Gen-X,Basic,Chennai,Tamil Nadu,1997892,842,2021-08-01,0,
CUST01197,28,Male,Boomer,Basic,Jaipur,Rajasthan,1178966,753,2022-10-03,0,
CUST01198,36,Female,Boomer,Premium,Kolkata,West Bengal,1566265,742,2021-08-05,0,
CUST01199,61,Male,Gen-X,Basic,Mumbai,Maharashtra,1765985,551,2021-09-28,1,2022-10-18
CUST01200,34,Female,Gen-Z,Basic,Hyderabad,Telangana,577910,751,2022-11-08,0,
CUST01201,27,Female,Gen-X,Premium,Mumbai,Maharashtra,901874,581,2021-03-25,0,
CUST01202,21,Male,Gen-Z,Basic,Bangalore,Karnataka,381366,638,2021-06-10,0,
CUST01203,62,Male,Gen-Z,Elite,Mumbai,Maharashtra,530324,751,2021-09-03,0,
CUST01204,36,Female,Millennial,Premium,Bangalore,Karnataka,893821,727,2021-06-27,0,
CUST01205,31,Female,Millennial,Basic,Surat,Gujarat,891730,742,2022-07-20,0,
CUST01206,52,Male,Gen-X,Elite,Jaipur,Rajasthan,999458,709,2021-03-18,0,
CUST01207,20,Male,Gen-X,Basic,Delhi,Delhi,1137383,842,2021-06-10,0,
CUST01208,40,Female,Millennial,Basic,Jaipur,Rajasthan,864933,753,2021-01-03,0,
CUST01209,46,Male,Millennial,Basic,Bangalore,Karnataka,694026,790,2022-02-23,0,
CUST01210,24,Female,Boomer,Basic,Hyderabad,Telangana,852339,664,2022-04-07,0,
CUST01211,57,Male,Millennial,Basic,Chennai,Tamil Nadu,561429,759,2022-12-07,0,
CUST01212,61,Female,Millennial,Basic,Surat,Gujarat,609008,771,2022-09-01,0,
CUST01213,65,Male,Gen-Z,Basic,Surat,Gujarat,530660,731,2022-04-27,1,2022-08-13
CUST01214,53,Female,Gen-X,Basic,Mumbai,Maharashtra,1662535,808,2021-10-26,0,
CUST01215,32,Female,Gen-X,Premium,Delhi,Delhi,855000,589,2021-02-03,0,
CUST01216,65,Female,Gen-Z,Premium,Mumbai,Maharashtra,360985,609,2021-08-26,0,
CUST01217,59,Male,Gen-Z,Basic,Mumbai,Maharashtra,468136,560,2021-10-23,1,2023-09-20
CUST01218,53,Male,Gen-X,Basic,Bangalore,Karnataka,1187153,669,2022-12-25,1,2023-11-29
CUST01219,42,Male,Gen-X,Basic,Chennai,Tamil Nadu,1787899,591,2021-10-17,0,
CUST01220,33,Male,Millennial,Basic,Delhi,Delhi,1049492,739,2022-12-21,0,
CUST01221,50,Female,Boomer,Premium,Mumbai,Maharashtra,1669896,672,2023-05-31,0,
CUST01222,62,Female,Gen-Z,Premium,Surat,Gujarat,468879,738,2022-04-10,0,
CUST01223,36,Male,Millennial,Basic,Mumbai,Maharashtra,746453,801,2021-03-14,0,
CUST01224,62,Non-binary,Boomer,Basic,Pune,Maharashtra,1327277,641,2022-12-05,0,
CUST01225,60,Female,Millennial,Basic,Kolkata,West Bengal,562395,762,2021-08-28,0,
CUST01226,21,Female,Millennial,Premium,Surat,Gujarat,506710,751,2021-09-28,0,
CUST01227,42,Female,Millennial,Basic,Pune,Maharashtra,511965,817,2023-03-18,0,
CUST01228,42,Female,Millennial,Elite,Kolkata,West Bengal,785280,704,2023-03-22,1,
CUST01229,44,Female,Boomer,Premium,Hyderabad,Telangana,873693,744,2022-10-03,1,2023-09-05
CUST01230,61,Female,Millennial,Basic,Pune,Maharashtra,610136,577,2022-08-27,0,
CUST01231,38,Female,Gen-X,Premium,Bangalore,Karnataka,1538391,743,2022-11-09,0,
CUST01232,53,Male,Gen-Z,Elite,Hyderabad,Telangana,598528,772,2023-04-04,1,
CUST01233,21,Female,Gen-Z,Premium,Ahmedabad,Gujarat,353325,656,2021-07-22,0,
CUST01234,18,Female,Gen-Z,Basic,Delhi,Delhi,463926,698,2022-03-12,0,
CUST01235,65,Female,Gen-X,Basic,Surat,Gujarat,943673,684,2021-04-28,0,
CUST01236,34,Male,Millennial,Premium,Ahmedabad,Gujarat,1153965,644,2022-07-12,0,
