transaction_id,customer_id,feature_id,date_id,transaction_date,transaction_type,amount_inr,transaction_status,device_type,session_duration_sec,is_repeat_user
TXN002801,CUST01895,FEAT001,20230618,2023-06-18,Crypto Transfer,64749.63,Completed,Android,645,0
TXN002802,CUST01460,FEAT001,20240516,2024-05-16,Crypto Buy,63721.7,Completed,Android,875,0
TXN002803,CUST01166,FEAT003,20240101,2024-01-01,Expense Logged,0.0,Completed,Android,723,1
TXN002804,CUST04066,FEAT002,20220611,2022-06-11,Savings Deposit,3438.37,Completed,Web,391,1
TXN002805,CUST04010,FEAT001,20240512,2024-05-12,Crypto Sell,15531.98,Completed,iOS,493,0
TXN002806,CUST04024,FEAT004,20220826,2022-08-26,Transfer Reversal,72366.99,Pending,Android,366,1
TXN002807,CUST01972,FEAT001,20240323,2024-03-23,Crypto Transfer,81495.78,Completed,Web,485,0
TXN002808,CUST04416,FEAT001,20240228,2024-02-28,Crypto Transfer,76815.94,Completed,iOS,73,0
TXN002809,CUST01808,FEAT002,20230207,2023-02-07,Goal Created,5911.15,Completed,Web,317,0
TXN002810,CUST01965,FEAT002,20230921,2023-09-21,Goal Created,36187.35,Completed,Android,199,1
TXN002811,CUST01310,FEAT002,20240403,2024-04-03,Goal Created,29288.7,Completed,iOS,222,1
TXN002812,CUST01701,FEAT001,20230226,2023-02-26,Crypto Transfer,116874.75,Completed,iOS,374,0
TXN002813,CUST03616,FEAT003,20220421,2022-04-21,Expense Logged,0.0,Reversed,iOS,591,1
TXN002814,CUST01701,FEAT003,20220111,2022-01-11,Budget Set,0.0,Completed,iOS,738,1
TXN002815,CUST01591,FEAT004,20220129,2022-01-29,Transfer Reversal,62939.3,Completed,Android,346,0
TXN002816,CUST02061,FEAT004,20220325,2022-03-25,Transfer Receipt,32229.15,Completed,Android,443,1
TXN002817,CUST04493,FEAT003,20230817,2023-08-17,Alert Triggered,0.0,Completed,Android,526,1
TXN002818,CUST02509,FEAT001,20230618,2023-06-18,Crypto Transfer,30168.58,Completed,Android,494,1
TXN002819,CUST02600,FEAT001,20231022,2023-10-22,Crypto Buy,107468.27,Completed,Android,730,1
TXN002820,CUST01573,FEAT007,20240213,2024-02-13,EMI Payment,106277.76,Completed,Android,880,1
TXN002821,CUST01999,FEAT004,20231119,2023-11-19,Transfer Receipt,61888.24,Completed,iOS,797,1
TXN002822,CUST01063,FEAT001,20240519,2024-05-19,Crypto Transfer,17793.97,Reversed,iOS,533,1
TXN002823,CUST01963,FEAT008,20240412,2024-04-12,Policy Purchased,32217.86,Reversed,Android,36,1
TXN002824,CUST04378,FEAT005,20220803,2022-08-03,Bill Payment,17698.16,Completed,Android,767,1
TXN002825,CUST03093,FEAT002,20231221,2023-12-21,Goal Created,9322.13,Completed,Web,510,0
TXN002826,CUST04831,FEAT007,20221023,2022-10-23,Loan Applied,477756.09,Completed,iOS,95,0
TXN002827,CUST00128,FEAT008,20230831,2023-08-31,Policy Purchased,25752.7,Completed,Web,90,0
TXN002828,CUST02413,FEAT006,20230618,2023-06-18,FD Renewed,415898.72,Pending,Android,127,1
TXN002829,CUST00521,FEAT005,20220713,2022-07-13,Bill Payment,6621.45,Completed,Android,600,1
TXN002830,CUST04500,FEAT001,20231204,2023-12-04,Crypto Sell,163096.38,Completed,Android,519,1
TXN002831,CUST00510,FEAT002,20220416,2022-04-16,Goal Created,18691.76,Completed,iOS,649,1
TXN002832,CUST03339,FEAT006,20230429,2023-04-29,FD Renewed,58480.23,Completed,Web,386,1
TXN002833,CUST01307,FEAT001,20231022,2023-10-22,Crypto Buy,86853.29,Pending,Android,750,1
TXN002834,CUST00077,FEAT002,20220619,2022-06-19,Savings Withdrawal,33569.81,Completed,iOS,460,1
TXN002835,CUST04305,FEAT003,20220217,2022-02-17,Budget Set,0.0,Completed,iOS,171,1
TXN002836,CUST03631,FEAT003,20240108,2024-01-08,Budget Set,0.0,Completed,iOS,606,0
TXN002837,CUST04630,FEAT007,20240216,2024-02-16,Loan Disbursed,412292.21,Completed,Android,212,1
TXN002838,CUST04717,FEAT002,20220122,2022-01-22,Savings Deposit,28909.05,Completed,iOS,497,1
TXN002839,CUST02309,FEAT003,20220310,2022-03-10,Budget Set,0.0,Completed,iOS,588,1
TXN002840,CUST01713,FEAT002,20240108,2024-01-08,Goal Created,29371.35,Completed,iOS,103,0
TXN002841,CUST03621,FEAT004,20221220,2022-12-20,Transfer Reversal,66821.92,Completed,iOS,527,0
TXN002842,CUST01749,FEAT003,20240209,2024-02-09,Expense Logged,0.0,Completed,iOS,77,1
TXN002843,CUST04369,FEAT001,20220629,2022-06-29,Crypto Buy,26502.65,Completed,Android,892,0
TXN002844,CUST02248,FEAT007,20230521,2023-05-21,EMI Payment,661438.25,Completed,Android,823,1
TXN002845,CUST01807,FEAT005,20220123,2022-01-23,Bill Payment,2830.88,Completed,iOS,299,0
TXN002846,CUST04717,FEAT005,20231120,2023-11-20,Bill Scheduled,1178.1,Completed,iOS,316,0
TXN002847,CUST04178,FEAT001,20230628,2023-06-28,Crypto Buy,35738.47,Completed,Android,590,0
TXN002848,CUST01748,FEAT007,20231019,2023-10-19,Loan Disbursed,825124.72,Completed,Android,459,1
TXN002849,CUST03829,FEAT008,20220531,2022-05-31,Premium Paid,2522.32,Completed,Android,728,1
TXN002850,CUST00517,FEAT001,20240404,2024-04-04,Crypto Buy,129246.04,Completed,iOS,141,1
TXN002851,CUST02217,FEAT002,20231228,2023-12-28,Goal Created,24240.4,Completed,iOS,313,1
TXN002852,CUST01145,FEAT006,20230424,2023-04-24,FD Created,90638.88,Completed,iOS,80,1
TXN002853,CUST04228,FEAT004,20230808,2023-08-08,Transfer Receipt,81082.02,Completed,iOS,732,1
TXN002854,CUST00085,FEAT001,20230922,2023-09-22,Crypto Buy,5642.35,Completed,iOS,399,1
TXN002855,CUST00613,FEAT001,20230420,2023-04-20,Crypto Transfer,168264.74,Completed,Android,582,1
TXN002856,CUST04860,FEAT001,20230601,2023-06-01,Crypto Buy,82236.76,Completed,iOS,49,0
TXN002857,CUST03337,FEAT002,20230704,2023-07-04,Savings Withdrawal,47300.85,Completed,Android,280,1
TXN002858,CUST03360,FEAT007,20221009,2022-10-09,EMI Payment,246269.72,Completed,iOS,640,1
TXN002859,CUST02178,FEAT001,20220307,2022-03-07,Crypto Buy,153889.79,Completed,Web,284,1
TXN002860,CUST02932,FEAT001,20230826,2023-08-26,Crypto Buy,104381.75,Pending,iOS,690,0
TXN002861,CUST00506,FEAT002,20240613,2024-06-13,Goal Created,6842.35,Completed,Android,678,1
TXN002862,CUST00343,FEAT003,20220313,2022-03-13,Expense Logged,0.0,Completed,Web,762,1
TXN002863,CUST03281,FEAT001,20230113,2023-01-13,Crypto Sell,177449.22,Completed,Android,101,0
TXN002864,CUST03794,FEAT004,20220927,2022-09-27,Instant Transfer,49252.49,Completed,iOS,278,1
TXN002865,CUST02306,FEAT001,20220803,2022-08-03,Crypto Sell,197179.65,Completed,iOS,432,0
TXN002866,CUST03430,FEAT001,20221017,2022-10-17,Crypto Transfer,87920.71,Completed,Android,702,1
TXN002867,CUST02385,FEAT002,20231010,2023-10-10,Savings Withdrawal,21617.69,Completed,Web,847,1
TXN002868,CUST00064,FEAT004,20220811,2022-08-11,Instant Transfer,24110.06,Completed,Web,302,1
TXN002869,CUST03137,FEAT004,20230602,2023-06-02,Instant Transfer,77775.99,Completed,iOS,749,0
TXN002870,CUST00838,FEAT002,20221125,2022-11-25,Savings Withdrawal,34601.25,Completed,Android,844,1
TXN002871,CUST03326,FEAT001,20221224,2022-12-24,Crypto Sell,8019.88,Completed,Android,64,1
TXN002872,CUST02019,FEAT004,20220207,2022-02-07,Transfer Reversal,45508.82,Completed,Android,740,1
TXN002873,CUST04106,FEAT002,20221218,2022-12-18,Goal Created,20483.65,Completed,Android,831,0
TXN002874,CUST01656,FEAT002,20240429,2024-04-29,Goal Created,45850.29,Completed,Android,667,1
TXN002875,CUST03395,FEAT003,20220827,2022-08-27,Budget Set,0.0,Failed,Android,866,1
TXN002876,CUST01420,FEAT004,20230826,2023-08-26,Instant Transfer,62521.19,Completed,iOS,652,1
TXN002877,CUST02128,FEAT003,20240110,2024-01-10,Alert Triggered,0.0,Pending,Android,374,0
TXN002878,CUST03974,FEAT002,20230121,2023-01-21,Savings Withdrawal,11858.93,Completed,Android,253,1
TXN002879,CUST02030,FEAT004,20230905,2023-09-05,Transfer Reversal,58212.21,Completed,iOS,101,0
TXN002880,CUST01425,FEAT001,20220908,2022-09-08,Crypto Buy,83079.9,Completed,iOS,476,1
TXN002881,CUST00964,FEAT002,20230914,2023-09-14,Savings Withdrawal,11258.76,Completed,iOS,762,1
TXN002882,CUST03826,FEAT002,20231023,2023-10-23,Savings Withdrawal,49727.8,Completed,iOS,152,1
TXN002883,CUST04137,FEAT003,20240512,2024-05-12,Expense Logged,0.0,Completed,Web,577,1
TXN002884,CUST00390,FEAT008,20231019,2023-10-19,Claim Filed,4943.13,Completed,Android,851,0
TXN002885,CUST00542,FEAT001,20230226,2023-02-26,Crypto Transfer,176161.01,Completed,iOS,629,1
TXN002886,CUST04671,FEAT008,20220725,2022-07-25,Policy Purchased,14081.93,Completed,Android,86,0
TXN002887,CUST02702,FEAT005,20240522,2024-05-22,Bill Scheduled,22959.12,Completed,Android,529,1
TXN002888,CUST01349,FEAT002,20220928,2022-09-28,Savings Withdrawal,6490.19,Completed,Android,860,1
TXN002889,CUST02243,FEAT007,20220515,2022-05-15,EMI Payment,44437.81,Completed,Android,695,1
TXN002890,CUST03628,FEAT004,20240617,2024-06-17,Transfer Receipt,81759.59,Completed,Android,332,1
TXN002891,CUST01461,FEAT001,20231011,2023-10-11,Crypto Sell,92725.61,Completed,iOS,715,1
TXN002892,CUST00520,FEAT001,20220716,2022-07-16,Crypto Sell,88109.16,Completed,iOS,439,0
TXN002893,CUST02503,FEAT007,20230725,2023-07-25,Loan Disbursed,972649.57,Completed,Android,794,0
TXN002894,CUST00922,FEAT001,20220927,2022-09-27,Crypto Sell,165571.02,Completed,Android,313,1
TXN002895,CUST04361,FEAT001,20230812,2023-08-12,Crypto Sell,177758.21,Completed,Android,115,1
TXN002896,CUST03777,FEAT005,20221119,2022-11-19,Auto-Pay,22464.98,Failed,Android,41,1
TXN002897,CUST04101,FEAT001,20230610,2023-06-10,Crypto Sell,125569.92,Reversed,Android,736,0
TXN002898,CUST00107,FEAT008,20220302,2022-03-02,Claim Filed,43396.95,Completed,Web,140,1
TXN002899,CUST04325,FEAT001,20230724,2023-07-24,Crypto Transfer,185883.35,Completed,Android,143,0
TXN002900,CUST03232,FEAT002,20220216,2022-02-16,Savings Withdrawal,8443.16,Pending,iOS,285,1
TXN002901,CUST01932,FEAT007,20220926,2022-09-26,Loan Applied,298492.9,Completed,Web,31,1
TXN002902,CUST01407,FEAT001,20220628,2022-06-28,Crypto Buy,7152.77,Completed,Android,606,1
TXN002903,CUST01103,FEAT001,20220315,2022-03-15,Crypto Transfer,82540.0,Completed,Android,617,1
TXN002904,CUST01144,FEAT001,20220602,2022-06-02,Crypto Transfer,183857.11,Completed,iOS,223,0
TXN002905,CUST03757,FEAT001,20220102,2022-01-02,Crypto Transfer,148421.46,Completed,Android,778,0
TXN002906,CUST03990,FEAT002,20220628,2022-06-28,Savings Deposit,46574.66,Completed,iOS,276,1
TXN002907,CUST01217,FEAT003,20230802,2023-08-02,Budget Set,0.0,Completed,iOS,257,0
TXN002908,CUST00427,FEAT005,20240510,2024-05-10,Bill Payment,798.29,Completed,Android,204,1
TXN002909,CUST04447,FEAT003,20231213,2023-12-13,Expense Logged,0.0,Completed,Android,196,0
TXN002910,CUST00983,FEAT002,20220525,2022-05-25,Savings Deposit,13455.03,Completed,Web,428,1
TXN002911,CUST01131,FEAT001,20220514,2022-05-14,Crypto Sell,54477.88,Completed,Android,340,1
TXN002912,CUST04326,FEAT002,20230219,2023-02-19,Savings Withdrawal,2283.44,Completed,Android,305,1
TXN002913,CUST04850,FEAT002,20231202,2023-12-02,Goal Created,25650.64,Completed,Web,191,0
TXN002914,CUST02054,FEAT008,20230410,2023-04-10,Premium Paid,34849.37,Completed,iOS,55,1
TXN002915,CUST01390,FEAT007,20230830,2023-08-30,EMI Payment,25453.02,Completed,iOS,209,1
TXN002916,CUST03798,FEAT003,20230215,2023-02-15,Alert Triggered,0.0,Completed,Android,754,0
TXN002917,CUST04972,FEAT003,20230819,2023-08-19,Budget Set,0.0,Completed,Web,877,0
TXN002918,CUST02198,FEAT003,20221119,2022-11-19,Budget Set,0.0,Completed,Android,718,0
TXN002919,CUST04572,FEAT002,20220710,2022-07-10,Goal Created,918.66,Completed,Web,203,1
TXN002920,CUST03545,FEAT001,20240110,2024-01-10,Crypto Transfer,174604.28,Completed,Android,165,0
TXN002921,CUST03746,FEAT007,20230719,2023-07-19,EMI Payment,173469.25,Completed,iOS,663,1
TXN002922,CUST04023,FEAT004,20220615,2022-06-15,Transfer Reversal,86531.26,Completed,Android,248,1
TXN002923,CUST04725,FEAT002,20230623,2023-06-23,Savings Withdrawal,9543.68,Completed,Android,326,1
TXN002924,CUST02592,FEAT005,20220820,2022-08-20,Bill Payment,11374.32,Completed,iOS,106,1
TXN002925,CUST01528,FEAT005,20230129,2023-01-29,Auto-Pay,13789.47,Pending,Android,66,1
TXN002926,CUST04394,FEAT002,20221219,2022-12-19,Savings Deposit,20879.19,Completed,Android,176,1
TXN002927,CUST00078,FEAT001,20230226,2023-02-26,Crypto Sell,158027.81,Completed,Android,667,1
TXN002928,CUST01857,FEAT004,20220501,2022-05-01,Transfer Reversal,14655.39,Completed,iOS,560,1
TXN002929,CUST01957,FEAT005,20240219,2024-02-19,Bill Payment,19317.18,Completed,Android,490,1
TXN002930,CUST04987,FEAT001,20220220,2022-02-20,Crypto Sell,78381.83,Completed,Web,820,0
TXN002931,CUST02493,FEAT001,20221212,2022-12-12,Crypto Sell,90522.24,Completed,Web,717,0
TXN002932,CUST04576,FEAT007,20240130,2024-01-30,Loan Applied,335567.37,Completed,iOS,252,0
TXN002933,CUST01112,FEAT003,20220827,2022-08-27,Expense Logged,0.0,Completed,Android,420,1
TXN002934,CUST00590,FEAT004,20230303,2023-03-03,Transfer Reversal,18415.07,Completed,Android,216,1
TXN002935,CUST01830,FEAT001,20220202,2022-02-02,Crypto Transfer,188235.98,Completed,iOS,595,1
TXN002936,CUST00554,FEAT001,20230904,2023-09-04,Crypto Buy,133965.94,Completed,Android,731,1
TXN002937,CUST01576,FEAT006,20231223,2023-12-23,FD Broken,319862.2,Completed,iOS,336,1
TXN002938,CUST02730,FEAT003,20220529,2022-05-29,Budget Set,0.0,Completed,Android,287,0
TXN002939,CUST02914,FEAT004,20240307,2024-03-07,Instant Transfer,14863.87,Completed,iOS,701,1
TXN002940,CUST00487,FEAT002,20221229,2022-12-29,Goal Created,8401.07,Completed,Android,533,0
TXN002941,CUST01653,FEAT005,20230615,2023-06-15,Auto-Pay,16385.91,Completed,Android,655,1
TXN002942,CUST00102,FEAT001,20231023,2023-10-23,Crypto Sell,90584.06,Completed,Web,771,1
TXN002943,CUST00932,FEAT004,20220912,2022-09-12,Transfer Receipt,12134.12,Completed,iOS,591,1
TXN002944,CUST03894,FEAT005,20231220,2023-12-20,Auto-Pay,9902.25,Completed,Android,840,1
TXN002945,CUST04995,FEAT001,20221213,2022-12-13,Crypto Buy,58428.46,Completed,Android,54,1
TXN002946,CUST01403,FEAT002,20240416,2024-04-16,Goal Created,6964.14,Completed,Android,192,1
TXN002947,CUST03558,FEAT003,20240228,2024-02-28,Expense Logged,0.0,Completed,iOS,602,1
TXN002948,CUST04563,FEAT002,20240325,2024-03-25,Savings Withdrawal,20986.23,Reversed,iOS,135,1
TXN002949,CUST01288,FEAT001,20230504,2023-05-04,Crypto Buy,147728.24,Completed,iOS,894,1
TXN002950,CUST02572,FEAT002,20230516,2023-05-16,Savings Deposit,1531.71,Completed,iOS,524,1
TXN002951,CUST01562,FEAT003,20231011,2023-10-11,Budget Set,0.0,Completed,Web,819,0
TXN002952,CUST01905,FEAT003,20230616,2023-06-16,Budget Set,0.0,Completed,Android,90,1
TXN002953,CUST00445,FEAT001,20220109,2022-01-09,Crypto Buy,134212.08,Completed,Android,631,1
TXN002954,CUST00098,FEAT001,20240511,2024-05-11,Crypto Buy,18308.94,Completed,iOS,602,1
TXN002955,CUST00402,FEAT001,20220221,2022-02-21,Crypto Buy,113687.11,Completed,Android,868,0
TXN002956,CUST04581,FEAT005,20240626,2024-06-26,Bill Payment,4623.12,Completed,Android,232,1
TXN002957,CUST04456,FEAT002,20240513,2024-05-13,Savings Withdrawal,46092.05,Completed,Android,553,0
TXN002958,CUST00861,FEAT002,20221209,2022-12-09,Savings Withdrawal,5815.82,Completed,Android,137,0
TXN002959,CUST03814,FEAT001,20230531,2023-05-31,Crypto Buy,116315.53,Completed,Android,465,1
TXN002960,CUST03007,FEAT005,20221020,2022-10-20,Bill Payment,24415.61,Completed,Android,857,1
TXN002961,CUST03228,FEAT007,20220630,2022-06-30,Loan Applied,738751.32,Completed,iOS,638,1
TXN002962,CUST02909,FEAT002,20231124,2023-11-24,Savings Withdrawal,44847.99,Completed,iOS,257,1
TXN002963,CUST04180,FEAT007,20230509,2023-05-09,Loan Disbursed,58894.44,Completed,iOS,625,0
TXN002964,CUST00732,FEAT003,20221121,2022-11-21,Alert Triggered,0.0,Completed,iOS,339,1
TXN002965,CUST01302,FEAT001,20220629,2022-06-29,Crypto Transfer,184066.69,Completed,Android,82,1
TXN002966,CUST02946,FEAT003,20230717,2023-07-17,Alert Triggered,0.0,Completed,iOS,234,1
TXN002967,CUST01133,FEAT004,20231227,2023-12-27,Transfer Reversal,52064.78,Completed,iOS,94,0
TXN002968,CUST03071,FEAT008,20230627,2023-06-27,Claim Filed,45839.02,Completed,Android,349,1
TXN002969,CUST02085,FEAT002,20240320,2024-03-20,Savings Deposit,30540.81,Completed,Web,215,1
TXN002970,CUST02176,FEAT003,20240514,2024-05-14,Budget Set,0.0,Completed,Android,328,1
TXN002971,CUST03211,FEAT003,20230219,2023-02-19,Budget Set,0.0,Completed,Android,349,1
TXN002972,CUST03976,FEAT003,20220705,2022-07-05,Alert Triggered,0.0,Completed,Android,292,1
TXN002973,CUST04184,FEAT002,20221001,2022-10-01,Savings Deposit,7774.17,Completed,Android,887,1
TXN002974,CUST00189,FEAT004,20220115,2022-01-15,Transfer Reversal,10741.3,Completed,Web,259,1
TXN002975,CUST00803,FEAT002,20220210,2022-02-10,Savings Withdrawal,48162.62,Completed,iOS,686,1
TXN002976,CUST00497,FEAT001,20230910,2023-09-10,Crypto Buy,88562.86,Completed,Web,785,0
TXN002977,CUST03529,FEAT001,20230416,2023-04-16,Crypto Sell,130050.32,Completed,Web,766,1
TXN002978,CUST02002,FEAT002,20220112,2022-01-12,Savings Deposit,8111.31,Completed,Web,660,0
TXN002979,CUST01765,FEAT001,20221223,2022-12-23,Crypto Transfer,6745.88,Completed,Android,861,0
TXN002980,CUST00110,FEAT004,20230115,2023-01-15,Instant Transfer,26740.07,Reversed,Android,239,1
TXN002981,CUST01807,FEAT001,20240304,2024-03-04,Crypto Sell,70311.81,Completed,iOS,106,1
TXN002982,CUST02917,FEAT005,20220504,2022-05-04,Bill Payment,23956.19,Completed,Web,798,1
TXN002983,CUST01924,FEAT004,20240420,2024-04-20,Instant Transfer,25107.13,Completed,Android,731,1
TXN002984,CUST04442,FEAT001,20231017,2023-10-17,Crypto Sell,103062.27,Completed,Android,115,1
TXN002985,CUST02289,FEAT003,20230329,2023-03-29,Alert Triggered,0.0,Completed,Android,276,0
TXN002986,CUST04647,FEAT005,20240123,2024-01-23,Bill Payment,22013.86,Completed,Android,363,1
TXN002987,CUST01832,FEAT003,20230421,2023-04-21,Alert Triggered,0.0,Completed,Android,698,1
TXN002988,CUST04741,FEAT002,20230806,2023-08-06,Savings Withdrawal,5374.15,Completed,Android,704,1
TXN002989,CUST02743,FEAT005,20240423,2024-04-23,Auto-Pay,12614.81,Completed,Android,763,1
TXN002990,CUST03957,FEAT003,20230201,2023-02-01,Alert Triggered,0.0,Completed,Android,339,1
TXN002991,CUST00815,FEAT004,20230619,2023-06-19,Transfer Reversal,75697.68,Completed,iOS,160,1
TXN002992,CUST04549,FEAT006,20220711,2022-07-11,FD Broken,197003.23,Reversed,iOS,233,1
TXN002993,CUST03227,FEAT003,20220526,2022-05-26,Expense Logged,0.0,Completed,iOS,269,1
TXN002994,CUST02392,FEAT004,20231111,2023-11-11,Instant Transfer,11937.32,Completed,iOS,504,0
TXN002995,CUST01632,FEAT003,20231221,2023-12-21,Alert Triggered,0.0,Completed,Android,357,1
TXN002996,CUST04628,FEAT001,20220823,2022-08-23,Crypto Sell,30800.98,Completed,iOS,342,1
TXN002997,CUST02182,FEAT006,20240113,2024-01-13,FD Created,462341.08,Completed,Android,373,1
TXN002998,CUST02621,FEAT001,20221002,2022-10-02,Crypto Sell,155922.3,Pending,Android,272,1
TXN002999,CUST01148,FEAT004,20220330,2022-03-30,Transfer Reversal,55422.53,Completed,Web,51,0
TXN003000,CUST00081,FEAT006,20240531,2024-05-31,FD Renewed,382704.44,Completed,Android,824,1
TXN003001,CUST01139,FEAT001,20230316,2023-03-16,Crypto Sell,110959.45,Completed,iOS,127,0
TXN003002,CUST00352,FEAT002,20230726,2023-07-26,Savings Withdrawal,46429.32,Completed,iOS,334,1
TXN003003,CUST03867,FEAT002,20230305,2023-03-05,Goal Created,48291.36,Pending,Android,530,1
TXN003004,CUST04038,FEAT004,20230908,2023-09-08,Transfer Receipt,50919.56,Completed,Web,569,1
TXN003005,CUST04611,FEAT005,20230130,2023-01-30,Bill Payment,17266.06,Completed,Android,563,0
TXN003006,CUST03389,FEAT005,20230526,2023-05-26,Bill Payment,23524.17,Completed,iOS,267,1
TXN003007,CUST01623,FEAT002,20240427,2024-04-27,Goal Created,35738.99,Completed,Android,595,1
TXN003008,CUST04955,FEAT008,20230618,2023-06-18,Policy Purchased,40307.52,Completed,iOS,357,1
TXN003009,CUST04556,FEAT008,20230609,2023-06-09,Premium Paid,3864.6,Completed,Android,701,1
TXN003010,CUST03264,FEAT003,20231210,2023-12-10,Budget Set,0.0,Completed,Android,394,0
TXN003011,CUST01366,FEAT005,20221230,2022-12-30,Bill Scheduled,24972.07,Failed,iOS,600,1
TXN003012,CUST00241,FEAT002,20240613,2024-06-13,Savings Deposit,12444.88,Completed,Android,833,0
TXN003013,CUST02682,FEAT002,20220815,2022-08-15,Savings Withdrawal,30244.7,Completed,Android,852,0
TXN003014,CUST01764,FEAT006,20220308,2022-03-08,FD Created,489410.58,Completed,iOS,105,0
TXN003015,CUST01738,FEAT003,20221231,2022-12-31,Budget Set,0.0,Completed,Android,98,0
TXN003016,CUST02480,FEAT003,20240111,2024-01-11,Alert Triggered,0.0,Completed,iOS,371,1
TXN003017,CUST03963,FEAT002,20221213,2022-12-13,Savings Withdrawal,3889.61,Failed,Android,270,0
TXN003018,CUST00522,FEAT001,20230914,2023-09-14,Crypto Transfer,164905.31,Completed,Android,450,0
TXN003019,CUST01056,FEAT001,20220322,2022-03-22,Crypto Sell,180881.67,Completed,Android,822,1
TXN003020,CUST02017,FEAT007,20220418,2022-04-18,Loan Disbursed,305555.36,Pending,Android,215,1
TXN003021,CUST03502,FEAT001,20231028,2023-10-28,Crypto Buy,73804.32,Completed,Android,361,1
TXN003022,CUST04213,FEAT003,20231105,2023-11-05,Expense Logged,0.0,Completed,Web,785,0
TXN003023,CUST03218,FEAT002,20220104,2022-01-04,Goal Created,40993.1,Completed,Android,732,1
TXN003024,CUST02159,FEAT003,20230215,2023-02-15,Alert Triggered,0.0,Completed,iOS,135,1
TXN003025,CUST00990,FEAT001,20230310,2023-03-10,Crypto Buy,597.99,Completed,iOS,864,0
TXN003026,CUST00151,FEAT004,20230512,2023-05-12,Transfer Reversal,29854.04,Pending,Android,193,0
TXN003027,CUST02905,FEAT003,20221108,2022-11-08,Alert Triggered,0.0,Completed,iOS,891,1
TXN003028,CUST04471,FEAT005,20230218,2023-02-18,Auto-Pay,3384.52,Completed,iOS,834,0
TXN003029,CUST02703,FEAT004,20220212,2022-02-12,Transfer Reversal,92692.06,Completed,Web,364,1
TXN003030,CUST00910,FEAT002,20220405,2022-04-05,Goal Created,2544.93,Completed,Android,799,1
TXN003031,CUST04406,FEAT006,20220119,2022-01-19,FD Created,431969.83,Failed,Android,45,1
TXN003032,CUST03287,FEAT008,20231205,2023-12-05,Claim Filed,6681.89,Completed,Web,519,1
TXN003033,CUST00767,FEAT004,20220304,2022-03-04,Transfer Reversal,97727.95,Completed,Android,580,0
TXN003034,CUST03812,FEAT001,20220304,2022-03-04,Crypto Sell,49937.65,Completed,Web,137,0
TXN003035,CUST01686,FEAT001,20240211,2024-02-11,Crypto Transfer,22633.53,Completed,Android,346,1
TXN003036,CUST01096,FEAT001,20231211,2023-12-11,Crypto Buy,91467.35,Completed,iOS,92,1
TXN003037,CUST01621,FEAT005,20230305,2023-03-05,Bill Scheduled,20565.0,Completed,iOS,39,1
TXN003038,CUST03557,FEAT003,20220803,2022-08-03,Budget Set,0.0,Completed,Android,598,0
TXN003039,CUST03869,FEAT001,20230927,2023-09-27,Crypto Buy,105009.31,Pending,iOS,809,0
TXN003040,CUST02879,FEAT006,20230822,2023-08-22,FD Broken,140087.04,Completed,Android,374,0
TXN003041,CUST03512,FEAT001,20240128,2024-01-28,Crypto Transfer,12752.82,Completed,iOS,680,0
TXN003042,CUST02779,FEAT005,20221128,2022-11-28,Auto-Pay,16416.34,Failed,Android,636,1
TXN003043,CUST04655,FEAT001,20240410,2024-04-10,Crypto Buy,21955.14,Completed,Web,801,1
TXN003044,CUST02182,FEAT003,20220704,2022-07-04,Expense Logged,0.0,Completed,iOS,738,1
TXN003045,CUST02570,FEAT005,20231113,2023-11-13,Bill Payment,1941.96,Pending,iOS,134,1
TXN003046,CUST03084,FEAT002,20240403,2024-04-03,Savings Withdrawal,31931.82,Failed,Android,231,0
TXN003047,CUST03206,FEAT001,20220920,2022-09-20,Crypto Buy,56123.26,Completed,iOS,812,1
TXN003048,CUST00541,FEAT006,20230126,2023-01-26,FD Created,86249.83,Completed,Android,56,1
TXN003049,CUST02033,FEAT003,20220107,2022-01-07,Budget Set,0.0,Completed,Android,345,1
TXN003050,CUST02875,FEAT003,20240305,2024-03-05,Alert Triggered,0.0,Failed,Android,204,1
TXN003051,CUST00354,FEAT002,20230624,2023-06-24,Savings Deposit,37710.04,Pending,Web,350,1
TXN003052,CUST00028,FEAT001,20240604,2024-06-04,Crypto Sell,166211.76,Completed,Android,555,1
TXN003053,CUST04381,FEAT002,20240206,2024-02-06,Goal Created,25661.77,Completed,Web,777,0
TXN003054,CUST01887,FEAT006,20220310,2022-03-10,FD Broken,48274.85,Completed,iOS,445,0
TXN003055,CUST01623,FEAT002,20231207,2023-12-07,Savings Withdrawal,25488.58,Completed,Android,447,0
TXN003056,CUST04439,FEAT002,20220919,2022-09-19,Savings Withdrawal,45581.91,Completed,Android,310,1
TXN003057,CUST00540,FEAT008,20231105,2023-11-05,Policy Purchased,38992.22,Reversed,Android,145,1
TXN003058,CUST04877,FEAT003,20240322,2024-03-22,Budget Set,0.0,Completed,Web,524,1
TXN003059,CUST00420,FEAT001,20230127,2023-01-27,Crypto Buy,29986.46,Failed,Android,670,1
TXN003060,CUST00910,FEAT003,20230527,2023-05-27,Alert Triggered,0.0,Completed,iOS,628,0
TXN003061,CUST02523,FEAT002,20220510,2022-05-10,Savings Withdrawal,45270.28,Completed,Android,781,1
TXN003062,CUST00032,FEAT001,20220721,2022-07-21,Crypto Buy,30640.39,Completed,Web,802,0
