metric_id,customer_id,date_id,month,features_adopted,features_active,monthly_revenue_inr,clv_inr,nps_score,support_tickets,login_frequency,churn_risk_score,cross_sell_flag
MET002196,CUST02957,20230901,2023-09-01,4,3,692.88,19765.65,3,2,22,0.9479,0
MET002197,CUST01139,20220301,2022-03-01,4,1,1078.53,21217.61,7,1,16,0.9024,1
MET002198,CUST00425,20230701,2023-07-01,4,4,272.49,3877.01,10,3,18,0.8944,0
MET002199,CUST03159,20240401,2024-04-01,2,4,372.93,6803.03,2,4,23,0.5719,0
MET002200,CUST02482,20231101,2023-11-01,5,3,348.15,4320.7,1,3,10,0.6541,0
MET002201,CUST00580,20220601,2022-06-01,3,2,184.48,3388.5,8,2,10,0.5722,0
MET002202,CUST04677,20230701,2023-07-01,6,4,2936.84,14926.82,6,1,0,0.1265,0
MET002203,CUST00111,20230501,2023-05-01,3,4,957.67,31105.81,2,1,26,0.5403,1
MET002204,CUST00361,20230701,2023-07-01,2,4,830.17,19781.5,6,0,10,0.6991,0
MET002205,CUST01215,20231101,2023-11-01,6,5,1441.43,5605.68,8,5,21,0.5684,0
MET002206,CUST02271,20221201,2022-12-01,1,5,325.25,6603.32,5,0,12,0.3717,0
MET002207,CUST03842,20220801,2022-08-01,6,5,2451.61,12297.85,2,1,5,0.8318,1
MET002208,CUST04995,20231101,2023-11-01,1,0,486.8,5938.44,4,5,24,0.5661,0
MET002209,CUST02672,20230701,2023-07-01,1,3,1362.53,9585.84,1,5,2,0.0812,0
MET002210,CUST04280,20240101,2024-01-01,4,5,161.53,4692.08,1,4,30,0.4578,1
MET002211,CUST01852,20220401,2022-04-01,5,1,2963.89,30018.95,9,3,30,0.0403,1
MET002212,CUST04310,20240401,2024-04-01,1,1,143.42,4669.2,5,4,18,0.4929,1
MET002213,CUST04169,20220701,2022-07-01,6,1,405.65,1673.73,7,1,23,0.1125,0
MET002214,CUST01249,20240301,2024-03-01,4,1,875.2,21454.83,7,5,25,0.2085,1
MET002215,CUST04280,20220401,2022-04-01,3,4,260.43,6331.69,10,4,22,0.4571,1
MET002216,CUST02853,20230201,2023-02-01,4,0,1021.35,5169.57,3,5,8,0.53,0
MET002217,CUST04404,20220501,2022-05-01,6,1,200.71,6603.82,5,3,2,0.5299,0
MET002218,CUST04971,20221001,2022-10-01,1,0,352.95,6308.04,10,4,27,0.4057,0
MET002219,CUST03343,20220801,2022-08-01,1,1,312.54,5974.55,9,4,25,0.5174,1
MET002220,CUST00522,20240101,2024-01-01,3,4,522.5,11142.54,4,2,13,0.8407,0
MET002221,CUST02787,20230401,2023-04-01,4,4,425.53,5599.49,4,0,19,0.45,0
MET002222,CUST02236,20230901,2023-09-01,6,5,293.6,5589.91,8,5,15,0.2832,0
MET002223,CUST04031,20221101,2022-11-01,1,2,407.4,5338.58,1,4,20,0.9156,0
MET002224,CUST02282,20231201,2023-12-01,5,2,348.14,4198.28,6,1,26,0.6718,1
MET002225,CUST01414,20230901,2023-09-01,2,3,266.52,4599.05,2,2,3,0.1,1
MET002226,CUST02374,20220201,2022-02-01,5,3,681.04,15677.07,10,1,17,0.2165,1
MET002227,CUST01814,20240501,2024-05-01,5,1,960.56,12007.23,8,5,7,0.1823,0
MET002228,CUST01807,20221001,2022-10-01,3,4,414.32,19895.68,6,3,14,0.558,1
MET002229,CUST04122,20231101,2023-11-01,2,4,325.23,3461.61,6,1,5,0.562,0
MET002230,CUST01723,20220701,2022-07-01,4,3,1286.83,5905.38,2,5,1,0.874,0
MET002231,CUST03537,20220601,2022-06-01,6,4,355.73,2618.44,8,4,10,0.4602,0
MET002232,CUST02787,20240601,2024-06-01,6,0,355.47,6702.35,7,3,26,0.9719,0
MET002233,CUST01592,20220601,2022-06-01,1,3,407.73,2033.12,8,4,17,0.4858,0
MET002234,CUST01634,20240101,2024-01-01,5,3,1402.17,13306.17,8,3,10,0.6693,0
MET002235,CUST04080,20240101,2024-01-01,5,2,280.24,1608.13,3,2,1,0.6722,0
MET002236,CUST00079,20230701,2023-07-01,3,2,449.63,6472.29,1,5,8,0.2039,1
MET002237,CUST04672,20240101,2024-01-01,1,5,828.28,19816.06,10,0,8,0.1575,1
MET002238,CUST04933,20240201,2024-02-01,1,3,219.57,4819.64,9,3,30,0.0533,0
MET002239,CUST04187,20220101,2022-01-01,3,4,1175.89,17339.52,4,2,12,0.6981,0
MET002240,CUST04823,20220601,2022-06-01,5,4,544.38,9670.75,1,2,7,0.4983,0
MET002241,CUST03338,20231201,2023-12-01,6,0,374.17,2104.31,5,2,10,0.9291,0
MET002242,CUST01009,20240101,2024-01-01,1,2,563.86,17133.64,6,4,19,0.1499,0
MET002243,CUST04900,20231201,2023-12-01,5,5,256.33,4193.03,9,3,4,0.0883,0
MET002244,CUST04231,20220101,2022-01-01,2,2,414.1,5791.94,2,1,19,0.7962,1
MET002245,CUST03408,20240601,2024-06-01,1,0,428.11,4744.64,4,1,28,0.6342,0
MET002246,CUST02468,20230201,2023-02-01,4,3,1319.37,12733.04,9,0,12,0.934,1
MET002247,CUST04645,20220601,2022-06-01,3,3,484.94,5541.55,10,4,16,0.8614,0
MET002248,CUST02953,20230501,2023-05-01,3,0,1407.56,6024.25,7,2,24,0.9922,0
MET002249,CUST00442,20220601,2022-06-01,1,1,467.53,4795.69,8,2,28,0.658,0
MET002250,CUST01894,20230801,2023-08-01,3,2,290.34,5580.05,1,0,21,0.4851,0
MET002251,CUST03973,20220401,2022-04-01,3,3,297.85,3926.14,10,5,13,0.2596,1
MET002252,CUST03798,20220401,2022-04-01,2,4,620.5,13869.55,2,3,3,0.3081,0
MET002253,CUST00478,20220901,2022-09-01,4,0,1120.49,17949.95,2,5,30,0.6307,1
MET002254,CUST04939,20230301,2023-03-01,5,0,1835.25,15157.24,4,2,18,0.8798,1
MET002255,CUST00776,20240101,2024-01-01,3,0,277.41,1855.54,7,3,9,0.4614,0
MET002256,CUST02533,20240101,2024-01-01,4,1,470.61,4482.41,3,3,3,0.888,0
MET002257,CUST03441,20230601,2023-06-01,5,1,361.12,5891.45,3,4,23,0.819,0
MET002258,CUST01581,20240501,2024-05-01,1,3,3005.4,31854.28,9,5,20,0.0164,1
MET002259,CUST01036,20220501,2022-05-01,1,0,196.73,6770.53,5,4,9,0.3583,1
MET002260,CUST01069,20221001,2022-10-01,1,1,106.42,3365.55,10,2,3,0.144,0
MET002261,CUST04094,20240301,2024-03-01,6,5,980.22,15247.29,6,0,22,0.9524,1
MET002262,CUST02371,20230401,2023-04-01,6,5,466.47,18411.16,7,0,15,0.0151,0
MET002263,CUST03862,20220401,2022-04-01,5,0,705.63,17048.57,4,4,0,0.3356,1
MET002264,CUST03236,20230301,2023-03-01,2,4,519.8,17085.13,9,5,5,0.6125,1
MET002265,CUST03132,20230401,2023-04-01,1,2,1259.82,20444.32,1,3,24,0.825,1
MET002266,CUST04015,20240201,2024-02-01,6,3,347.48,1843.42,7,4,26,0.1492,0
MET002267,CUST03867,20240601,2024-06-01,2,1,171.36,7013.7,9,5,20,0.3357,0
MET002268,CUST04910,20220801,2022-08-01,3,1,420.96,1682.56,3,2,26,0.6723,0
MET002269,CUST04821,20231001,2023-10-01,1,0,613.67,20792.54,1,3,14,0.7059,0
MET002270,CUST04661,20221001,2022-10-01,5,4,1326.18,8149.2,4,2,23,0.2581,1
MET002271,CUST00154,20231001,2023-10-01,2,1,661.46,11754.19,7,3,16,0.3409,0
MET002272,CUST01224,20220101,2022-01-01,3,5,287.34,3293.93,1,2,5,0.4259,0
MET002273,CUST04847,20240501,2024-05-01,5,1,596.02,8855.68,7,0,13,0.9738,1
MET002274,CUST03717,20221201,2022-12-01,5,0,693.87,16973.27,4,5,4,0.9229,0
MET002275,CUST04533,20231201,2023-12-01,6,4,385.24,7157.09,7,4,27,0.3437,1
MET002276,CUST01692,20220801,2022-08-01,2,5,154.34,4688.35,5,3,12,0.9375,1
MET002277,CUST00412,20230701,2023-07-01,4,2,290.2,3971.75,7,1,21,0.2842,0
MET002278,CUST01377,20220701,2022-07-01,4,3,1104.13,10746.4,8,4,17,0.0701,0
MET002279,CUST00918,20230301,2023-03-01,6,0,522.32,13246.59,2,5,18,0.8232,0
MET002280,CUST00686,20231001,2023-10-01,6,3,318.68,15999.45,5,2,30,0.502,0
MET002281,CUST00427,20230701,2023-07-01,2,4,1881.68,13639.97,4,0,15,0.7393,0
MET002282,CUST03128,20221001,2022-10-01,1,2,862.54,48910.96,4,3,19,0.8104,0
MET002283,CUST03117,20240501,2024-05-01,5,4,1037.08,20431.8,6,1,27,0.2154,0
MET002284,CUST00610,20231101,2023-11-01,2,5,298.16,6837.54,5,3,18,0.8518,0
MET002285,CUST04341,20240201,2024-02-01,5,3,1166.34,12808.22,8,2,29,0.1854,0
MET002286,CUST04772,20230201,2023-02-01,5,0,314.71,6578.52,5,1,17,0.876,0
MET002287,CUST00504,20240101,2024-01-01,3,0,205.25,6441.0,2,2,14,0.7157,0
MET002288,CUST04963,20221001,2022-10-01,3,4,417.17,2314.19,10,2,11,0.2443,1
MET002289,CUST00405,20230301,2023-03-01,4,3,483.96,5628.61,5,2,16,0.1184,1
MET002290,CUST02895,20220401,2022-04-01,3,0,139.03,5156.19,5,2,1,0.3098,1
MET002291,CUST00784,20231101,2023-11-01,2,1,308.08,5101.38,9,4,14,0.1655,1
MET002292,CUST00463,20240401,2024-04-01,3,5,193.66,6368.35,9,2,10,0.607,0
MET002293,CUST03595,20230701,2023-07-01,1,3,487.72,6338.08,7,3,0,0.2718,0
MET002294,CUST02850,20220101,2022-01-01,2,2,285.99,4806.86,4,1,23,0.0176,0
MET002295,CUST02826,20240601,2024-06-01,6,2,2529.32,18586.71,4,0,16,0.7604,1
MET002296,CUST04288,20220701,2022-07-01,4,2,996.69,9448.77,2,5,21,0.2019,0
MET002297,CUST02550,20230801,2023-08-01,2,4,329.75,6703.4,4,2,10,0.4884,0
MET002298,CUST04465,20220601,2022-06-01,4,1,707.7,13999.75,7,0,29,0.6521,1
MET002299,CUST04032,20220401,2022-04-01,2,3,570.64,13119.5,4,1,25,0.5109,0
MET002300,CUST03509,20220101,2022-01-01,6,1,3655.4,31644.15,2,4,15,0.3403,0
MET002301,CUST00543,20230301,2023-03-01,6,1,3149.82,28646.28,2,1,27,0.8466,0
MET002302,CUST04210,20220801,2022-08-01,1,4,976.3,8308.28,1,3,27,0.9691,0
MET002303,CUST01920,20230401,2023-04-01,5,4,225.01,2780.79,7,5,12,0.6222,1
MET002304,CUST00619,20230301,2023-03-01,2,0,1417.8,9498.22,6,0,0,0.9731,1
MET002305,CUST00970,20230601,2023-06-01,3,1,835.71,10981.78,2,0,14,0.9844,1
MET002306,CUST03672,20220901,2022-09-01,5,4,281.6,2461.53,9,1,14,0.6187,1
MET002307,CUST01266,20221201,2022-12-01,2,2,608.14,7504.66,4,5,30,0.5675,0
MET002308,CUST04539,20221201,2022-12-01,4,1,424.81,2622.4,10,0,6,0.2977,1
MET002309,CUST00285,20230501,2023-05-01,2,2,420.18,1670.92,4,4,30,0.0348,0
MET002310,CUST01283,20220201,2022-02-01,2,1,1100.49,6507.14,9,2,16,0.9286,1
MET002311,CUST00579,20240101,2024-01-01,4,0,2780.81,22885.55,3,1,24,0.0587,0
MET002312,CUST00855,20240101,2024-01-01,3,4,232.21,3061.34,5,1,1,0.5707,0
MET002313,CUST04854,20240101,2024-01-01,1,4,1353.87,15810.86,5,4,13,0.6131,1
MET002314,CUST04388,20231001,2023-10-01,6,1,423.18,5308.99,6,3,19,0.4934,0
MET002315,CUST00584,20240601,2024-06-01,2,4,473.78,9199.31,3,1,11,0.853,1
MET002316,CUST04424,20240201,2024-02-01,3,1,252.11,4676.41,10,1,2,0.2024,0
MET002317,CUST01054,20221201,2022-12-01,4,3,247.42,6399.16,1,3,5,0.042,1
MET002318,CUST00566,20230701,2023-07-01,4,0,358.7,4805.55,5,4,10,0.7926,1
MET002319,CUST02072,20220101,2022-01-01,3,0,143.07,4689.1,1,5,18,0.5773,0
MET002320,CUST02547,20220901,2022-09-01,2,2,1408.61,5716.31,7,5,22,0.0596,0
MET002321,CUST01220,20220501,2022-05-01,2,3,323.07,4942.36,10,2,19,0.2308,1
MET002322,CUST02328,20230501,2023-05-01,1,5,504.24,6849.91,8,0,4,0.3956,0
MET002323,CUST01712,20230901,2023-09-01,1,3,437.41,5628.03,1,2,0,0.8202,1
MET002324,CUST03097,20240201,2024-02-01,6,4,240.39,6962.34,7,4,11,0.4865,1
MET002325,CUST00419,20220201,2022-02-01,2,5,450.62,6064.11,7,0,12,0.6803,1
MET002326,CUST03403,20220701,2022-07-01,4,5,776.59,13615.73,4,3,3,0.271,0
MET002327,CUST03135,20240301,2024-03-01,5,3,757.57,15869.36,8,2,16,0.6366,0
MET002328,CUST02238,20230801,2023-08-01,2,1,1663.78,52573.81,9,3,9,0.6754,0
MET002329,CUST03978,20230701,2023-07-01,1,5,755.33,12596.46,6,3,4,0.6006,1
MET002330,CUST04911,20220101,2022-01-01,6,1,155.96,3577.68,7,3,18,0.3714,1
MET002331,CUST04698,20230201,2023-02-01,3,1,695.26,20585.68,7,3,5,0.082,0
MET002332,CUST02287,20230201,2023-02-01,6,5,1343.92,8822.6,4,2,2,0.0471,1
MET002333,CUST02360,20230201,2023-02-01,2,2,2699.46,41214.29,7,2,14,0.0836,0
MET002334,CUST01943,20221001,2022-10-01,4,2,655.71,11463.66,1,5,3,0.3,0
MET002335,CUST04002,20220601,2022-06-01,2,4,471.62,19031.39,8,2,8,0.7068,1
MET002336,CUST01125,20240301,2024-03-01,3,0,1233.43,19437.31,10,3,1,0.6626,0
MET002337,CUST02688,20230601,2023-06-01,1,1,354.44,6882.43,3,1,25,0.8699,0
MET002338,CUST00807,20240101,2024-01-01,1,1,496.26,6355.75,4,1,17,0.2608,1
MET002339,CUST04389,20221101,2022-11-01,6,4,184.65,2591.51,1,2,12,0.3752,0
MET002340,CUST02522,20220701,2022-07-01,2,0,1449.38,20737.76,4,1,3,0.3217,0
MET002341,CUST04313,20230601,2023-06-01,5,3,1452.87,9816.25,7,3,15,0.0158,0
MET002342,CUST01107,20231101,2023-11-01,6,1,230.8,4163.05,10,1,9,0.4784,0
MET002343,CUST03087,20230701,2023-07-01,6,4,1489.75,12834.5,4,4,17,0.6925,1
MET002344,CUST01662,20231001,2023-10-01,3,5,461.26,6429.33,10,0,27,0.5288,0
MET002345,CUST00408,20240201,2024-02-01,5,3,291.81,3948.29,3,0,27,0.2702,0
MET002346,CUST00943,20220801,2022-08-01,5,4,466.64,5371.43,6,0,10,0.6269,0
MET002347,CUST02192,20240201,2024-02-01,5,5,227.74,4251.32,8,0,22,0.9716,1
MET002348,CUST04239,20240501,2024-05-01,5,4,133.09,1898.87,9,2,0,0.0797,1
MET002349,CUST00863,20220401,2022-04-01,5,5,107.08,2147.91,10,0,27,0.5399,0
MET002350,CUST01501,20240501,2024-05-01,2,3,415.23,6006.02,7,3,13,0.4221,0
MET002351,CUST00799,20240101,2024-01-01,4,0,2638.99,34943.53,2,4,6,0.1973,1
MET002352,CUST02545,20220601,2022-06-01,4,2,291.72,2919.17,7,5,24,0.2017,1
MET002353,CUST04627,20231101,2023-11-01,5,0,1126.83,11794.26,9,4,28,0.5921,1
MET002354,CUST00027,20220701,2022-07-01,2,2,325.79,2198.15,1,5,11,0.1396,0
MET002355,CUST03713,20230401,2023-04-01,2,0,832.78,15964.96,6,3,20,0.4807,0
MET002356,CUST03957,20230901,2023-09-01,5,0,373.02,7266.65,4,0,30,0.311,1
MET002357,CUST02744,20220101,2022-01-01,6,1,492.65,6771.98,3,2,26,0.1858,0
MET002358,CUST01888,20240401,2024-04-01,3,2,248.45,4557.78,7,1,10,0.5711,0
MET002359,CUST00321,20220701,2022-07-01,5,5,211.57,4675.65,1,5,25,0.9269,0
MET002360,CUST04568,20221101,2022-11-01,1,0,2371.01,42918.77,7,3,28,0.4009,0
MET002361,CUST01634,20220701,2022-07-01,2,5,632.04,5603.86,2,5,27,0.0501,0
MET002362,CUST02004,20220501,2022-05-01,5,5,916.13,7995.83,10,2,18,0.0994,0
MET002363,CUST02084,20220701,2022-07-01,6,3,255.71,4619.87,4,4,11,0.8327,1
MET002364,CUST04793,20221001,2022-10-01,2,5,236.8,2003.21,5,0,30,0.5961,1
MET002365,CUST04378,20220701,2022-07-01,5,0,307.81,6753.67,5,1,16,0.0512,1
MET002366,CUST02061,20230401,2023-04-01,3,0,810.05,38159.77,10,5,27,0.2789,0
MET002367,CUST03441,20220201,2022-02-01,1,4,468.55,3895.66,7,3,6,0.1989,0
MET002368,CUST01003,20230601,2023-06-01,2,3,2711.25,42657.18,5,3,8,0.2585,0
MET002369,CUST03364,20240601,2024-06-01,2,0,198.19,5412.66,10,4,5,0.5815,0
MET002370,CUST04581,20230901,2023-09-01,4,0,387.56,1885.62,10,4,29,0.9091,0
MET002371,CUST02550,20220101,2022-01-01,6,4,532.36,10398.3,2,0,12,0.126,1
MET002372,CUST00868,20221101,2022-11-01,4,0,388.97,3489.97,4,2,6,0.8309,0
MET002373,CUST01132,20221101,2022-11-01,5,4,327.83,20041.5,1,1,4,0.8749,0
MET002374,CUST01839,20220501,2022-05-01,3,5,426.72,2106.76,1,3,10,0.1417,0
MET002375,CUST01502,20240501,2024-05-01,2,0,433.26,5653.39,2,5,25,0.7928,0
MET002376,CUST04201,20230901,2023-09-01,5,5,1066.63,43103.49,3,5,16,0.0777,0
MET002377,CUST00983,20220301,2022-03-01,1,2,2853.12,28557.19,7,3,13,0.5987,1
MET002378,CUST03456,20240601,2024-06-01,5,1,114.56,5388.64,1,4,25,0.3748,1
MET002379,CUST01144,20240301,2024-03-01,3,3,1314.91,29543.1,10,5,28,0.9313,1
MET002380,CUST04959,20240301,2024-03-01,4,1,1309.76,20854.67,8,1,12,0.1482,0
MET002381,CUST01520,20220801,2022-08-01,6,5,457.1,6592.19,3,0,18,0.0136,1
MET002382,CUST02686,20220801,2022-08-01,5,0,1083.32,7220.56,9,4,22,0.4969,1
MET002383,CUST01381,20220101,2022-01-01,3,1,983.86,6965.5,4,4,21,0.0977,1
MET002384,CUST01095,20221001,2022-10-01,4,3,457.68,5726.61,10,4,19,0.3057,0
MET002385,CUST03762,20240401,2024-04-01,3,0,1062.47,7532.76,4,4,12,0.6793,0
MET002386,CUST02541,20220801,2022-08-01,5,3,467.71,2107.74,8,0,15,0.8253,0
MET002387,CUST00251,20220201,2022-02-01,2,0,342.74,4505.66,2,4,25,0.0819,1
MET002388,CUST02464,20220101,2022-01-01,3,0,103.1,3890.37,6,5,1,0.4799,0
MET002389,CUST01967,20240401,2024-04-01,6,4,330.78,20796.7,2,1,28,0.3365,1
MET002390,CUST02577,20220401,2022-04-01,1,3,1177.95,19718.58,5,0,9,0.2959,1
MET002391,CUST04097,20230701,2023-07-01,4,0,448.18,2613.92,9,5,30,0.1989,1
MET002392,CUST04766,20220701,2022-07-01,3,5,292.95,7055.17,10,4,25,0.4924,0
MET002393,CUST00671,20240501,2024-05-01,5,2,2698.35,33474.42,6,1,11,0.0279,1
MET002394,CUST01144,20220801,2022-08-01,4,5,3480.8,53483.49,1,2,25,0.6692,0
MET002395,CUST03977,20220801,2022-08-01,4,0,323.56,6548.96,2,4,20,0.0717,1
MET002396,CUST00728,20230701,2023-07-01,6,0,300.22,5721.09,1,2,24,0.4984,0
MET002397,CUST03702,20230101,2023-01-01,6,1,1443.6,17525.29,6,4,30,0.6751,1
MET002398,CUST04105,20221001,2022-10-01,2,5,186.9,3555.36,7,0,29,0.3809,0
MET002399,CUST04098,20231201,2023-12-01,4,5,487.3,3884.88,8,5,23,0.7193,0
MET002400,CUST03053,20220501,2022-05-01,6,2,1774.11,48982.93,7,3,8,0.6803,1
MET002401,CUST03355,20230401,2023-04-01,6,2,373.84,4937.69,1,4,28,0.3952,0
MET002402,CUST02545,20230801,2023-08-01,4,2,286.27,6030.75,9,5,12,0.6591,0
MET002403,CUST02211,20240401,2024-04-01,4,2,434.07,1928.31,9,0,1,0.4119,0
MET002404,CUST01315,20230101,2023-01-01,6,2,499.97,6137.55,10,5,13,0.9809,1
MET002405,CUST04369,20221001,2022-10-01,5,0,604.48,8617.2,2,0,1,0.4972,0
MET002406,CUST03043,20221201,2022-12-01,5,1,359.27,4219.48,4,5,28,0.9538,1
MET002407,CUST04319,20221201,2022-12-01,1,3,1257.97,6846.99,4,4,10,0.6103,1
MET002408,CUST01105,20230101,2023-01-01,6,0,115.43,2354.62,10,1,15,0.7823,0
MET002409,CUST00322,20230901,2023-09-01,3,3,171.1,4248.82,7,0,18,0.1933,1
MET002410,CUST02831,20220101,2022-01-01,1,4,181.85,7014.63,2,0,11,0.0111,0
MET002411,CUST02414,20240201,2024-02-01,2,4,710.76,11520.36,6,1,19,0.5217,0
MET002412,CUST00028,20230901,2023-09-01,4,2,193.4,5259.71,7,2,19,0.3176,1
MET002413,CUST00483,20221101,2022-11-01,4,3,257.34,2395.52,2,5,22,0.8898,0
MET002414,CUST03208,20230601,2023-06-01,3,0,184.18,5654.28,5,0,23,0.043,0
MET002415,CUST02271,20230701,2023-07-01,2,4,286.02,2761.98,8,3,2,0.6108,0
MET002416,CUST00030,20220901,2022-09-01,4,2,231.92,1731.78,2,3,7,0.3876,0
MET002417,CUST02872,20220501,2022-05-01,5,2,405.74,2430.95,1,2,10,0.7358,1
MET002418,CUST02212,20220901,2022-09-01,6,3,230.94,2760.07,3,0,19,0.4834,0
MET002419,CUST04269,20220301,2022-03-01,6,0,279.38,5640.83,3,1,28,0.5709,0
MET002420,CUST04792,20230401,2023-04-01,6,2,1431.5,12920.35,3,3,20,0.875,0
MET002421,CUST02985,20220601,2022-06-01,2,0,277.66,6938.35,7,2,8,0.4707,1
MET002422,CUST01706,20220901,2022-09-01,1,5,1263.02,17503.37,2,0,3,0.716,0
MET002423,CUST04732,20230101,2023-01-01,5,1,1409.26,20550.2,9,3,13,0.8489,0
MET002424,CUST01006,20240601,2024-06-01,2,2,1552.76,23860.24,4,3,6,0.0383,0
MET002425,CUST04973,20230101,2023-01-01,6,3,3366.84,14425.1,7,1,11,0.0067,1
MET002426,CUST00294,20230201,2023-02-01,4,3,335.78,5076.65,10,5,19,0.8254,0
MET002427,CUST04604,20220801,2022-08-01,6,0,493.16,7027.32,8,0,7,0.4354,0
MET002428,CUST02740,20240601,2024-06-01,3,2,207.12,5714.77,1,4,2,0.1802,0
MET002429,CUST03290,20221101,2022-11-01,3,5,330.46,21171.8,6,1,9,0.7416,1
MET002430,CUST03130,20221001,2022-10-01,6,2,417.33,3944.68,8,1,27,0.5729,1
MET002431,CUST01464,20220801,2022-08-01,5,1,480.66,5315.57,8,1,23,0.5705,0
MET002432,CUST01403,20220801,2022-08-01,5,2,442.45,6071.49,9,5,24,0.0639,1
MET002433,CUST04871,20221101,2022-11-01,2,5,159.15,3264.37,2,4,5,0.393,0
MET002434,CUST03077,20220801,2022-08-01,6,3,922.28,9697.53,8,2,27,0.9502,1
MET002435,CUST03594,20220701,2022-07-01,5,4,757.65,37809.75,2,0,26,0.2937,0
MET002436,CUST01826,20220701,2022-07-01,5,2,1198.13,12318.77,9,1,4,0.2621,0
MET002437,CUST02457,20221001,2022-10-01,5,2,502.51,20576.86,4,0,28,0.6231,1
MET002438,CUST00873,20240401,2024-04-01,2,2,869.47,19975.54,7,0,23,0.9356,1
MET002439,CUST00332,20231001,2023-10-01,6,0,226.3,1954.29,2,3,5,0.896,1
MET002440,CUST00510,20240101,2024-01-01,1,3,257.26,2880.3,9,3,25,0.0281,0
MET002441,CUST03831,20230701,2023-07-01,4,1,382.88,3997.23,3,3,13,0.5392,0
MET002442,CUST02575,20230601,2023-06-01,3,1,142.13,2912.1,2,4,1,0.6462,0
MET002443,CUST04263,20220801,2022-08-01,2,2,1338.88,10775.97,9,4,17,0.4419,0
MET002444,CUST03582,20230601,2023-06-01,2,3,710.75,17093.66,4,2,18,0.2198,0
MET002445,CUST02384,20230701,2023-07-01,4,3,1199.69,8794.15,7,0,16,0.8659,0
MET002446,CUST04648,20230901,2023-09-01,2,0,1242.46,11224.19,2,3,7,0.5802,0
MET002447,CUST03245,20230301,2023-03-01,5,5,137.63,5886.29,7,2,5,0.9427,1
MET002448,CUST03930,20231101,2023-11-01,3,2,2037.53,23283.96,3,3,17,0.3097,1
MET002449,CUST00317,20230201,2023-02-01,2,2,482.74,3852.17,9,4,23,0.1452,1
MET002450,CUST04991,20230501,2023-05-01,2,3,115.23,4686.76,2,1,25,0.1459,0
MET002451,CUST03051,20230901,2023-09-01,4,5,410.1,6293.19,10,3,28,0.2479,0
MET002452,CUST02296,20230201,2023-02-01,6,5,2622.23,42331.0,7,5,4,0.8487,0
MET002453,CUST04120,20220601,2022-06-01,6,5,1355.89,28011.66,9,5,18,0.5336,1
MET002454,CUST02286,20240601,2024-06-01,5,1,1267.21,15520.64,5,2,13,0.3313,0
MET002455,CUST04018,20220201,2022-02-01,1,5,842.59,11869.37,6,3,8,0.4103,0
MET002456,CUST00459,20230401,2023-04-01,5,2,3226.47,48738.71,1,4,12,0.5745,0
MET002457,CUST03230,20230601,2023-06-01,1,0,1153.6,7844.59,2,5,21,0.5674,0
MET002458,CUST01339,20230501,2023-05-01,1,4,308.33,6051.92,3,0,25,0.5605,1
MET002459,CUST01023,20230501,2023-05-01,1,1,2142.2,52826.42,9,2,14,0.7834,0
MET002460,CUST01453,20240401,2024-04-01,5,1,482.94,5561.81,3,4,9,0.2972,0
MET002461,CUST03064,20220801,2022-08-01,3,1,108.5,3392.6,10,4,30,0.4841,0
MET002462,CUST03452,20220201,2022-02-01,3,3,359.44,3654.68,7,5,15,0.5751,0
MET002463,CUST02563,20220101,2022-01-01,6,5,158.88,4526.1,8,4,19,0.6723,0
MET002464,CUST01520,20240601,2024-06-01,2,3,397.91,3530.42,7,2,18,0.6286,0
MET002465,CUST04782,20230501,2023-05-01,2,0,475.34,2012.03,7,0,17,0.3533,1
MET002466,CUST04747,20240101,2024-01-01,1,3,598.75,14192.11,2,2,20,0.1527,0
MET002467,CUST04850,20230701,2023-07-01,3,5,1120.18,19958.75,2,5,19,0.0716,0
MET002468,CUST02726,20230701,2023-07-01,5,4,496.05,5924.05,9,3,6,0.3217,0
MET002469,CUST04524,20230601,2023-06-01,3,2,1332.11,18788.56,3,4,21,0.9758,0
MET002470,CUST03022,20221101,2022-11-01,1,2,1294.54,20160.23,6,1,16,0.9657,0
MET002471,CUST04536,20221201,2022-12-01,5,0,216.21,5526.16,9,2,11,0.8496,1
MET002472,CUST02322,20240201,2024-02-01,6,3,399.98,20281.39,8,5,24,0.3418,1
MET002473,CUST04328,20221101,2022-11-01,5,0,401.03,5818.1,2,5,20,0.0414,1
MET002474,CUST04198,20231201,2023-12-01,2,5,2090.24,16769.33,9,3,28,0.6745,1
MET002475,CUST03575,20231001,2023-10-01,4,2,3096.13,46766.43,6,4,25,0.1278,0
MET002476,CUST04348,20220401,2022-04-01,1,4,1632.69,35674.59,7,3,12,0.0368,1
MET002477,CUST00823,20220601,2022-06-01,5,3,1128.03,7657.28,4,0,11,0.1267,0
MET002478,CUST03590,20220301,2022-03-01,4,2,1391.9,16968.99,1,4,25,0.237,0
MET002479,CUST00334,20240501,2024-05-01,5,0,245.07,7042.79,4,3,1,0.0535,0
MET002480,CUST00870,20240501,2024-05-01,6,0,1312.27,19036.49,6,0,9,0.5762,1
MET002481,CUST04753,20220401,2022-04-01,2,2,397.68,6483.62,5,1,22,0.044,1
MET002482,CUST02968,20231201,2023-12-01,5,1,236.72,3720.7,3,0,7,0.7853,0
MET002483,CUST02423,20230201,2023-02-01,1,0,391.96,5638.89,4,3,22,0.939,1
MET002484,CUST00333,20230901,2023-09-01,1,2,264.74,1747.36,6,2,3,0.5631,0
